Entry	Gene Names
Q6C749	AIM24 YALI0E03784g
Q6C752	YALI0_E03718g
Q6C755	YALI0_E03630g
Q6C766	YALI0_E03366g
Q6C770	YALI0_E03278g
Q6C772	YALI0_E03234g
Q6C773	YALI0_E03212g
Q6C775	YALI0_E03168g
Q6C776	YALI0_E03146g
Q6C777	YALI0_E03124g
Q6C780	YALI0_E03058g
Q6C781	YALI0_E03036g
Q6C784	FIP1 YALI0E02882g
Q6C787	YALI0_E02816g
Q6C788	YALI0_E02794g
Q6C792	YALI0_E02706g
Q6C796	YALI0_E02618g
Q6C7A1	YALI0_E02508g
Q6C7A5	YALI0_E02376g
Q6C7A7	YALI0_E02332g
Q6C7A8	YALI0_E02310g
Q6C7A9	YALI0_E02288g
Q6C7B8	YALI0_E02090g
Q6C7C3	SPC24 YALI0E01980g
Q6C7C5	YALI0_E01936g
Q6C7C7	YALI0_E01892g
Q6C7C9	CGI121 YALI0E01848g
Q6C7D0	TFB3 YALI0E01826g
Q6C7D6	ATP25 YALI0E01672g
Q6C7D7	SLD2 YALI0E01650g
Q6C7E6	YALI0_E01452g
Q6C7F4	YALI0_E01254g
Q6C7F8	YALI0_E01166g
Q6C7G0	PNO1 YALI0E01122g
Q6C7G8	SWC5 YALI0E00946g
Q6C7H1	YALI0_E00880g
Q6C7H3	YALI0_E00836g
Q6C7H7	YALI0_E00748g
Q6C7H8	YALI0_E00726g
Q6C7I1	YALI0_E00660g
Q6C7I2	YALI0_E00638g
Q6C7J1	YALI0_E00418g
Q6C7J4	YALI0_E00308g
Q6C7J7	YALI0_E00242g
Q6C7J9	YALI0_E00198g
Q6C7K0	YALI0_E00176g
Q6C7K1	YALI0_E00154g
Q6C7K4	YALI0_D27346g
Q6C7K5	BCP1 YALI0D27324g
Q6C7L1	YALI0_D27192g
Q6C7L4	TRR1 YALI0D27126g
Q6C7L5	YALI0_D27104g
Q6C7L6	N7BML YALI0D27082g
Q6C7L8	YALI0_D27038g
Q6C7M0	YALI0_D26994g
Q6C7M1	YALI0_D26972g
Q6C7M3	YALI0_D26928g
Q6C7M5	YALI0_D26884g
Q6C7M6	YALI0_D26862g
Q6C7M8	YALI0_D26818g
Q6C7N2	YALI0_D26730g
Q6C7N6	YALI0_D26642g
Q6C7N7	YALI0_D26620g
Q6C7N8	YALI0_D26598g
Q6C7P2	YALI0_D26510g
Q6C7P8	YALI0_D26389g
Q6C7Q3	YALI0_D26301g
Q6C7Q4	HAT2 YALI0D26279g
Q6C7R0	YALI0_D26147g
Q6C7R3	YALI0_D26081g
Q6C7R6	YALI0_D25938g
Q6C7R8	YALI0_D25894g
Q6C7R9	YALI0_D25872g
Q6C7S4	YALI0_D25762g
Q6C7S5	YALI0_D25740g
Q6C7S9	YALI0_D25652g
Q6C7T0	YALI0_D25630g
Q6C7T3	YALI0_D25564g
Q6C7T8	YALI0_D25454g
Q6C7U1	YALI0D25366g
Q6C7U4	YALI0_D25278g
Q6C7U6	YALI0_D25234g
Q6C7U7	TRM44 YALI0D25212g
Q6C7U9	YALI0_D25168g
Q6C7V0	YALI0_D25146g
Q6C7V5	TVP23 YALI0D25036g
Q6C7X2	YALI0_D24629g
Q6C7Y1	YALI0_D24431g
Q6C7Y2	YALI0_D24409g
Q6C7Y3	YALI0_D24387g
Q6C7Y9	YALI0_D24233g
Q6C7Z3	YALI0_D24145g
Q6C7Z6	YALI0_D24079g
Q6C803	YALI0_D23881g
Q6C804	IMP4 YALI0D23859g
Q6C806	YALI0_D23815g
Q6C811	YALI0_D23705g
Q6C812	YALI0_D23683g
Q6C814	YALI0_D23639g
Q6C815	YALI0_D23617g
Q6C817	YALI0_D23573g
Q6C818	RSA3 YALI0D23551g
Q6C821	YALI0_D23441g
Q6C825	YALI0_D23353g
Q6C826	YALI0_D23331g
Q6C827	YALI0_D23309g
Q6C828	YALI0_D23287g
Q6C839	YALI0_D23001g
Q6C841	YALI0_D22957g
Q6C843	YALI0_D22913g
Q6C851	YALI0_D22660g
Q6C854	YALI0_D22594g
Q6C857	YALI0_D22520g
Q6C864	YALI0_D22352g
Q6C865	YALI0_D22330g
Q6C866	YALI0_D22308g
Q6C868	YALI0_D22264g
Q6C870	YALI0_D22220g
Q6C872	ETT1 YALI0D22132g
Q6C873	YALI0_D22110g
Q6C875	YALI0_D22066g
Q6C883	YALI0_D21890g
Q6C8A4	YALI0_D21362g
Q6C8A8	YALI0_D21208g
Q6C8B1	YALI0_D21142g
Q6C8B2	YALI0_D21120g
Q6C8B5	YALI0_D21032g
Q6C8B8	YALI0_D20966g
Q6C8C5	CWC22 YALI0D20790g
Q6C8C7	YALI0_D20724g
Q6C8C9	YALI0_D20680g
Q6C8D1	NUT1 MED5 YALI0D20636g
Q6C8D3	YALI0_D20592g
Q6C8D4	YALI0_D20570g
Q6C8D7	YALI0_D20504g
Q6C8D8	YALI0_D20482g
Q6C8D9	YALI0_D20460g
Q6C8E1	YALI0_D20416g
Q6C8E2	YALI0_D20394g
Q6C8E4	YALI0_D20328g
Q6C8E5	YALI0_D20306g
Q6C8E7	YALI0_D20240g
Q6C8F2	YALI0_D20152g
Q6C8G3	YALI0_D19910g
Q6C8G4	YALI0_D19888g
Q6C8G6	YALI0_D19844g
Q6C8H4	YALI0_D19580g
Q6C8H5	YALI0_D19558g
Q6C8H7	LPE10 YALI0D19514g
Q6C8J1	YALI0_D19206g
Q6C8J4	YALI0_D19140g
Q6C8J6	YALI0_D19096g
Q6C8K3	YALI0_D18942g
Q6C8K4	YALI0_D18920g
Q6C8L2	YALI0_D18744g
Q6C8L8	RNA14 YALI0D18612g
Q6C8M5	YALI0_D18458g
Q6C8M9	YALI0_D18381g
Q6C8N4	YALI0_D18271g
Q6C8Q1	YALI0_D17930g
Q6C8Q2	YALI0_D17886g
Q6C8Q4	YALI0_D17842g
Q6C8Q7	YALI0_D17776g
Q6C8Q9	YALI0_D17732g
Q6C8R7	YALI0_D17556g
Q6C8T3	AIM9 FMP29 YALI0D17160g
Q6C8T5	YALI0_D17116g
Q6C8T7	YALI0_D17086g
Q6C8T8	YALI0_D17072g
Q6C8U0	YALI0_D17028g
Q6C8U1	CHS7 YALI0D17006g
Q6C8U2	YALI0_D16984g
Q6C8U9	YALI0_D16841g
Q6C8V3	YALI0_D16753g
Q6C8V4	YALI0_D16709g
Q6C8V5	YALI0_D16687g
Q6C8V7	YALI0_D16643g
Q6C8W3	YALI0_D16401g
Q6C8W6	YALI0_D16335g
Q6C8Y7	CAF17 YALI0D15774g
Q6C8Y9	YALI0_D15708g
Q6C8Z3	YALI0_D15620g
Q6C8Z4	YALI0_D15598g
Q6C8Z8	YALI0_D15510g
Q6C901	YALI0_D15444g
Q6C903	YALI0_D15400g
Q6C906	YALI0_D15334g
Q6C907	YALI0_D15312g
Q6C909	YALI0_D15268g
Q6C922	YTH1 YALI0D14982g
Q6C923	YALI0_D14916g
Q6C924	YALI0_D14894g
Q6C926	YALI0_D14850g
Q6C928	YALI0_D14762g
Q6C932	YALI0_D14630g
Q6C936	YALI0_D14542g
Q6C937	YALI0_D14520g
Q6C938	PNS1 YALI0D14498g
Q6C939	YALI0_D14476g
Q6C942	YALI0_D14410g
Q6C946	YALI0_D14322g
Q6C947	YALI0_D14300g
Q6C948	YALI0_D14102g
Q6C949	YALI0_D14080g
Q6C950	YALI0_D14058g
Q6C953	IPI3 YALI0D13948g
Q6C954	YALI0_D13904g
Q6C957	YALI0_D13838g
Q6C959	YALI0_D13794g
Q6C962	YALI0_D13728g
Q6C975	YALI0_D13442g
Q6C978	YALI0_D13255g
Q6C982	ARP6 YALI0D13178g
Q6C983	YALI0_D13156g
Q6C987	YALI0_D13090g
Q6C988	YALI0_D13068g
Q6C989	YALI0_D13046g
Q6C994	KAR5 YALI0D12947g
Q6C995	YALI0_D12925g
Q6C997	PPM1 YALI0D12881g
Q6C998	YALI0_D12859g
Q6C999	YALI0_D12837g
Q6C9B0	YALI0_D12606g
Q6C9B7	YALI0_D12452g
Q6C9C2	YALI0_D12364g
Q6C9C4	MRPL2 YALI0D12320g
Q6C9D0	YALI0_D12188g
Q6C9D2	YALI0_D12144g
Q6C9D5	YALI0_D12078g
Q6C9D7	YALI0_D12012g
Q6C9D9	YALI0_D11968g
Q6C9E5	YALI0_D11836g
Q6C9E8	YALI0_D11770g
Q6C9E9	YALI0_D11748g
Q6C9F1	YALI0_D11704g
Q6C9F7	YALI0_D11572g
Q6C9F9	YALI0_D11528g
Q6C9G0	HIR3 YALI0D11506g
Q6C9G2	BFR2 YALI0D11462g
Q6C9G4	YALI0_D11418g
Q6C9G5	YALI0_D11396g
Q6C9G9	YALI0_D11308g
Q6C9H3	YALI0_D11220g
Q6C9H5	YALI0_D11176g
Q6C9H6	YALI0_D11132g
Q6C9H7	YALI0_D11110g
Q6C9I2	YALI0_D11000g
Q6C9I4	YALI0_D10967g
Q6C9I8	YALI0_D10879g
Q6C9J0	YALI0_D10835g
Q6C9K0	YALI0_D10593g
Q6C9K4	YALI0_D10505g
Q6C9K8	YALI0_D10329g
Q6C9L0	YALI0_D10285g
Q6C9L2	EFM6 YALI0_D10234g
Q6C9L5	YALI0_D10131g
Q6C9M2	YALI0_D09999g
Q6C9M5	YALI0_D09933g
Q6C9M6	SWC4 YALI0D09911g
Q6C9M9	EAF3 YALI0D09845g
Q6C9N2	SFH1 YALI0D09779g
Q6C9N4	YALI0_D09735g
Q6C9N5	YALI0_D09713g
Q6C9N6	YALI0_D09691g
Q6C9P0	YALI0_D09603g
Q6C9P6	YALI0_D09361g
Q6C9Q5	YALI0_D09163g
Q6C9Q7	YALI0_D09119g
Q6C9Q9	SSN2 MED13 YALI0D09086g
Q6C9R1	YALI0_D09042g
Q6C9R3	YALI0_D08998g
Q6C9R5	YALI0_D08954g
Q6C9R6	YALI0_D08932g
Q6C9R8	YALI0_D08888g
Q6C9S4	YALI0_D08756g
Q6C9S6	YALI0_D08712g
Q6C9S7	YALI0_D08690g
Q6C9T0	SLU7 YALI0D08624g
Q6C9T2	YALI0_D08580g
Q6C9T5	YALI0_D08514g
Q6C9T8	YALI0_D08448g
Q6C9U1	YALI0_D08382g
Q6C9U3	YALI0_D08338g
Q6C9U9	YALI0_D08206g
Q6C9V0	YALI0_D08184g
Q6C9V5	YALI0_D07986g
Q6C9V8	QRI7 YALI0_D07920g
Q6C9W2	YALI0_D07854g
Q6C9W5	YALI0_D07788g
Q6C9W8	YALI0_D07722g
Q6C9X3	YALI0_D07612g
Q6C9X4	YALI0_D07590g
Q6C9X7	YALI0_D07524g
Q6C9X9	YALI0_D07480g
Q6C9Y1	YALI0_D07436g
Q6C9Y2	YALI0_D07414g
Q6C9Y7	YALI0_D07304g
Q6C9Y8	YALI0_D07282g
Q6C9Z2	RGR1 MED14 YALI0D07194g
Q6C9Z4	YALI0_D07150g
Q6C9Z5	YALI0_D07128g
Q6C9Z7	YALI0_D07084g
Q6CA02	YALI0_D06974g
Q6CA04	YALI0_D06930g
Q6CA05	YALI0_D06908g
Q6CA08	TMA22 YALI0D06842g
Q6CA11	YALI0_D06776g
Q6CA12	YALI0_D06754g
Q6CA20	YALI0_D06589g
Q6CA22	YALI0_D06545g
Q6CA24	YALI0_D06501g
Q6CA28	YALI0_D06413g
Q6CA32	YALI0_D06325g
Q6CA33	YALI0_D06303g
Q6CA34	YALI0_D06281g
Q6CA35	YALI0_D06259g
Q6CA36	YALI0_D06237g
Q6CA37	YALI0_D06215g
Q6CA38	YALI0_D06193g
Q6CA44	YALI0_D06017g
Q6CA45	YALI0_D05995g
Q6CA51	YALI0_D05841g
Q6CA52	YALI0_D05819g
Q6CA54	YALI0_D05775g
Q6CA66	YALI0_D05511g
Q6CA72	YALI0_D05335g
Q6CA74	YALI0_D05291g
Q6CA78	YALI0_D05181g
Q6CA81	YALI0_D05093g
Q6CA85	YALI0_D05005g
Q6CA92	YALI0_D04851g
Q6CA93	YALI0_D04829g
Q6CA98	YALI0_D04719g
Q6CAA6	YALI0_D04466g
Q6CAA7	YALI0_D04444g
Q6CAB0	YALI0_D04378g
Q6CAB2	YALI0_D04334g
Q6CAB6	YALI0_D04246g
Q6CAB7	YALI0_D04224g
Q6CAB8	GPI10 YALI0D04202g
Q6CAC0	UNG1 YALI0_D04158g
Q6CAC2	YALI0_D04114g
Q6CAC7	SSN8 YALI0D04004g
Q6CAC9	UTP25 YALI0D03960g
Q6CAD1	RSM25 YALI0D03916g
Q6CAE1	YALI0_D03619g
Q6CAE3	YALI0_D03575g
Q6CAE5	YALI0_D03531g
Q6CAE6	YALI0_D03509g
Q6CAE9	YALI0D03399g
Q6CAF2	YALI0_D03333g
Q6CAF6	YALI0_D03179g
Q6CAF7	YALI0_D03157g
Q6CAG1	YALI0_D03069g
Q6CAG4	MDM10 YALI0D02959g
Q6CAG8	YALI0_D02871g
Q6CAH0	YALI0_D02827g
Q6CAH1	YALI0_D02805g
Q6CAH5	RSE1 YALI0D02717g
Q6CAH9	YALI0_D02629g
Q6CAI2	YALI0_D02563g
Q6CAI4	YALI0_D02497g
Q6CAI9	YALI0_D02365g
Q6CAJ1	YALI0_D02321g
Q6CAJ8	YALI0_D02145g
Q6CAK0	YALI0_D02101g
Q6CAK1	YALI0_D02079g
Q6CAK4	YALI0_D02024g
Q6CAL6	YALI0_D01694g
Q6CAL7	YALI0_D01628g
Q6CAL8	YALI0_D01606g
Q6CAM0	YALI0_D01573g
Q6CAM4	YALI0_D01485g
Q6CAN0	YALI0_D01353g
Q6CAN1	YALI0_D01331g
Q6CAN2	YALI0_D01309g
Q6CAN7	YALI0_D01199g
Q6CAN8	YALI0_D01177g
Q6CAN9	YALI0_D01155g
Q6CAP3	IML1 YALI0D01067g
Q6CAP4	YALI0_D01045g
Q6CAQ7	YALI0_D00759g
Q6CAQ9	TIM21 YALI0D00715g
Q6CAR3	YALI0_D00627g
Q6CAR4	YALI0_D00605g
Q6CAR6	SYF1 YALI0D00561g
Q6CAS1	YALI0_D00429g
Q6CAS8	YALI0_D00275g
Q6CAT0	YALI0_D00231g
Q6CAT3	YALI0_D00176g
Q6CAT5	YALI0_D00132g
Q6CAU2	YALI0_C24321g
Q6CAU5	YALI0_C24255g
Q6CAU9	SOH1 MED31 YALI0C24167g
Q6CAV0	YALI0_C24145g
Q6CAV4	YALI0_C24057g
Q6CAV9	YALI0_C23947g
Q6CAW5	SYM1 YALI0C23815g
Q6CAW6	GWT1 YALI0C23793g
Q6CAW8	YALI0_C23749g
Q6CAX1	CWC26 YALI0C23683g
Q6CAX2	YALI0_C23661g
Q6CAY2	YALI0_C23408g
Q6CAY3	YALI0_C23386g
Q6CAY6	SRB2 MED20 YALI0C23320g
Q6CAZ0	YALI0_C23232g
Q6CAZ3	YALI0_C23188g
Q6CAZ4	YALI0_C23166g
Q6CAZ8	YALI0_C23078g
Q6CB00	YALI0_C23034g
Q6CB09	YALI0_C22792g
Q6CB13	MDV1 YALI0C22704g
Q6CB14	YALI0_C22682g
Q6CB20	YALI0_C22550g
Q6CB21	YALI0_C22528g
Q6CB23	CWC24 YALI0C22484g
Q6CB30	RTC5 YALI0C22341g
Q6CB31	EFM5 YALI0_C22319g
Q6CB33	YALI0_C22275g
Q6CB34	YALI0_C22253g
Q6CB37	BIG1 YALI0C22187g
Q6CB43	YALI0_C22066g
Q6CB46	YALI0_C22000g
Q6CB51	YALI0C21890g
Q6CB53	YALI0_C21846g
Q6CB55	YALI0_C21802g
Q6CB56	YALI0_C21780g
Q6CB59	YALI0_C21692g
Q6CB62	YALI0_C21626g
Q6CB64	YALI0_C21582g
Q6CB65	YALI0_C21560g
Q6CB68	YALI0_C21494g
Q6CB74	YALI0_C21362g
Q6CB75	YALI0_C21340g
Q6CB90	YALI0_C21043g
Q6CB92	YALI0_C20999g
Q6CB97	YALI0_C20889g
Q6CBA1	YALI0_C20757g
Q6CBA4	YALI0_C20691g
Q6CBA9	YALI0_C20449g
Q6CBB1	YALI0_C20405g
Q6CBB5	YALI0C20317g
Q6CBB7	YALI0_C20273g
Q6CBC5	YALI0_C20075g
Q6CBD9	YALI0_C19712g
Q6CBF1	YALI0_C19382g
Q6CBG1	YALI0_C19151g
Q6CBG2	YALI0_C19129g
Q6CBG4	YALI0_C19085g
Q6CBG8	YALI0_C18997g
Q6CBG9	YALI0_C18975g
Q6CBH1	YALI0_C18799g
Q6CBH9	YALI0_C18623g
Q6CBI0	MEF2 YALI0C18557g
Q6CBI1	YALI0_C18535g
Q6CBI2	YALI0_C18513g
Q6CBI4	YALI0_C18469g
Q6CBI5	YALI0_C18447g
Q6CBI6	YALI0_C18425g
Q6CBI8	CIA1 YALI0C18381g
Q6CBI9	YALI0_C18359g
Q6CBJ1	YALI0_C18315g
Q6CBJ5	YALI0_C18227g
Q6CBJ8	YALI0_C18161g
Q6CBK2	YALI0_C18073g
Q6CBK3	YALI0_C18051g
Q6CBL1	YALI0_C17831g
Q6CBM0	YALI0_C17391g
Q6CBM2	YALI0_C17347g
Q6CBN1	YALI0_C17061g
Q6CBN4	YALI0_C16995g
Q6CBN5	SVF1 YALI0C16973g
Q6CBN7	YALI0_C16929g
Q6CBN8	YALI0_C16907g
Q6CBP2	YALI0_C16819g
Q6CBP9	YALI0_C16665g
Q6CBQ0	YALI0_C16643g
Q6CBQ1	YALI0_C16621g
Q6CBQ3	YALI0_C16566g
Q6CBQ7	YALI0_C16478g
Q6CBQ8	RCF1 AIM31 YALI0C16456g
Q6CBR0	YALI0_C16412g
Q6CBR1	YALI0_C16390g
Q6CBR7	YALI0_C16203g
Q6CBS7	RPL17 YALI0C15895g
Q6CBS8	YALI0_C15873g
Q6CBT1	YALI0_C15807g
Q6CBT9	YALI0_C15554g
Q6CBU7	YALI0_C15356g
Q6CBV3	YALI0_C15224g
Q6CBV8	YALI0_C15114g
Q6CBW0	NST1 YALI0C15070g
Q6CBW5	YALI0_C14938g
Q6CBW7	YALI0_C14828g
Q6CBW8	YALI0_C14806g
Q6CBZ2	YALI0_C14190g
Q6CBZ7	YALI0_C14036g
Q6CC01	YALI0_C13926g
Q6CC02	YALI0_C13904g
Q6CC06	TVP18 YALI0C13816g
Q6CC15	YALI0_C13530g
Q6CC22	YALI0_C13354g
Q6CC24	YALI0_C13310g
Q6CC27	YALI0_C13112g
Q6CC28	YALI0_C13090g
Q6CC34	YALI0_C12918g
Q6CC37	YALI0_C12793g
Q6CC38	YALI0_C12771g
Q6CC41	YALI0_C12661g
Q6CC42	YALI0_C12639g
Q6CC43	YALI0_C12617g
Q6CC50	YALI0_C12474g
Q6CC52	YALI0_C12430g
Q6CC54	YALI0_C12386g
Q6CC55	YALI0_C12364g
Q6CC57	YALI0_C12276g
Q6CC63	YALI0_C12144g
Q6CC65	YALI0_C12100g
Q6CC66	YALI0_C12056g
Q6CC70	EXO70 YALI0C11946g
Q6CC72	YALI0_C11858g
Q6CC75	YALI0_C11803g
Q6CC77	PRP45 YALI0C11715g
Q6CC79	NHP6 YALI0C11671g
Q6CC80	YALI0_C11649g
Q6CC82	NTF2 RPH1 YALI0C11605g
Q6CC83	YALI0_C11583g
Q6CC90	YALI0_C11429g
Q6CC91	YALI0_C11407g
Q6CC96	YALI0_C11297g
Q6CCA7	YALI0_C11033g
Q6CCB1	YALI0_C10945g
Q6CCB3	YALI0_C10901g
Q6CCB9	YALI0_C10780g
Q6CCC5	YALI0_C10648g
Q6CCC7	YALI0_C10604g
Q6CCD0	YALI0_C10516g
Q6CCD9	YALI0_C10230g
Q6CCE3	YALI0_C10098g
Q6CCE6	YALI0_C10032g
Q6CCE8	YALI0_C09988g
Q6CCF1	YALI0_C09933g
Q6CCF2	YALI0_C09904g
Q6CCF6	COX16 YALI0C09801g
Q6CCF8	YALI0_C09757g
Q6CCG1	YALI0_C09658g
Q6CCG2	YALI0_C09636g
Q6CCG6	YALI0_C09548g
Q6CCH1	YALI0_C09438g
Q6CCH4	YALI0_C09350g
Q6CCI0	YALI0_C09218g
Q6CCJ0	YALI0_C08960g
Q6CCJ3	YALI0_C08899g
Q6CCJ4	YALI0_C08877g
Q6CCJ7	YALI0_C08811g
Q6CCJ8	YALI0_C08782g
Q6CCK7	YALI0_C08591g
Q6CCK9	YALI0_C08547g
Q6CCL9	YALI0_C08305g
Q6CCM4	YALI0_C08220g
Q6CCM8	YALI0_C08118g
Q6CCN1	YALI0_C08052g
Q6CCN4	YALI0_C07953g
Q6CCP0	YALI0_C07821g
Q6CCP5	YALI0_C07700g
Q6CCQ0	YALI0_C07590g
Q6CCQ3	YALI0_C07524g
Q6CCQ4	YALI0_C07502g
Q6CCR0	YALI0_C07326g
Q6CCR1	YALI0_C07304g
Q6CCR6	YALI0_C07172g
Q6CCR7	YALI0_C07150g
Q6CCS1	YALI0_C07018g
Q6CCS4	YALI0_C06952g
Q6CCS7	YALI0_C06886g
Q6CCT1	GLC3 YALI0C06798g
Q6CCT2	YALI0_C06776g
Q6CCT6	YALI0_C06644g
Q6CCU4	YALI0_C06460g
Q6CCU8	MON1 YALI0C06347g
Q6CCV0	YALI0_C06303g
Q6CCV7	YALI0_C06149g
Q6CCW2	YALI0_C06039g
Q6CCX4	YALI0_C05775g
Q6CCX5	YALI0_C05753g
Q6CCY1	YALI0_C05621g
Q6CCY5	YALI0_C05533g
Q6CCY7	YALI0_C05489g
Q6CCZ2	YALI0_C05346g
Q6CCZ4	YALI0_C05302g
Q6CCZ6	YALI0_C05258g
Q6CD04	YALI0_C05038g
Q6CD08	YALI0_C04818g
Q6CD14	YALI0_C04587g
Q6CD17	YALI0_C04521g
Q6CD21	YALI0_C04433g
Q6CD33	YALI0_C04180g
Q6CD41	YALI0_C04004g
Q6CD42	YALI0_C03982g
Q6CD49	YALI0_C03784g
Q6CD50	YALI0_C03762g
Q6CD53	YALI0_C03674g
Q6CD56	ATG22 YALI0C03608g
Q6CD67	YALI0_C03377g
Q6CD68	OLA1 YALI0_C03355g
Q6CD69	YALI0_C03333g
Q6CD72	YALI0_C03223g
Q6CD77	YALI0_C03069g
Q6CD80	YALI0_C03003g
Q6CD81	YALI0_C02981g
Q6CD83	YALI0_C02937g
Q6CD87	YALI0_C02849g
Q6CD97	YALI0_C02563g
Q6CDA1	YALI0_C02475g
Q6CDA3	YALI0_C02431g
Q6CDA4	YALI0_C02409g
Q6CDB9	YALI0_C01859g
Q6CDC5	YALI0_C01716g
Q6CDC7	YALI0_C01617g
Q6CDC9	YALI0_C01573g
Q6CDD0	SMP3 YALI0C01485g
Q6CDD2	YALI0_C01419g
Q6CDD3	YALI0_C01411g
Q6CDD9	YALI0_C01287g
Q6CDE1	YALI0_C01243g
Q6CDE7	YALI0_C01111g
Q6CDF6	YALI0_C00913g
Q6CDF7	YALI0_C00891g
Q6CDG1	YALI0_C00803g
Q6CDG3	YALI0_C00759g
Q6CDG5	DAD4 YALI0C00715g
Q6CDG6	YALI0_C00693g
Q6CDH9	YALI0_C00385g
Q6CDI0	YALI0_C00363g
Q6CDI6	YALI0_C00231g
Q6CDJ7	YALI0_B23408g
Q6CDJ8	GTF1 YALI0B23386g
Q6CDK1	SRB5 MED18 YALI0B23320g
Q6CDK2	YALI0_B23298g
Q6CDK3	VMA21 YALI0B23276g
Q6CDK7	YALI0_B23188g
Q6CDK9	YALI0_B23144g
Q6CDL2	YALI0_B23078g
Q6CDM4	YALI0_B22814g
Q6CDN2	YALI0_B22638g
Q6CDN6	YALI0_B22550g
Q6CDN7	YALI0_B22528g
Q6CDP1	YALI0_B22440g
Q6CDP3	YALI0_B22396g
Q6CDP4	YALI0_B22374g
Q6CDP9	YALI0_B22242g
Q6CDQ3	YALI0_B22154g
Q6CDQ9	YALI0_B21978g
Q6CDR5	YALI0B21846g
Q6CDR6	YALI0_B21824g
Q6CDT1	YALI0_B21428g
Q6CDT5	YALI0_B21340g
Q6CDT9	YALI0_B21252g
Q6CDU2	YALI0_B21186g
Q6CDU4	YALI0_B21142g
Q6CDU6	YALI0_B21098g
Q6CDU8	YALI0_B21054g
Q6CDV5	YALI0_B20900g
Q6CDV6	RBD2 YALI0B20878g
Q6CDV9	YALI0_B20812g
Q6CDW1	YALI0_B20768g
Q6CDW3	YALI0_B20724g
Q6CDW6	YALI0_B20658g
Q6CDX2	YALI0_B20526g
Q6CDX4	YALI0_B20482g
Q6CDX5	YALI0_B20460g
Q6CDX6	YALI0_B20438g
Q6CDX8	YALI0_B20394g
Q6CDY2	YALI0_B20306g
Q6CDY5	YALI0_B20240g
Q6CDY7	YALI0_B20196g
Q6CDY8	YALI0_B20174g
Q6CDZ3	YALI0_B20020g
Q6CE01	YALI0_B19800g
Q6CE07	YOP1 YALI0B19668g
Q6CE09	YALI0_B19624g
Q6CE11	YALI0_B19580g
Q6CE17	YALI0_B19360g
Q6CE22	YALI0_B19206g
Q6CE35	YALI0_B18898g
Q6CE38	CLU1 TIF31 YALI0B18810g
Q6CE39	YALI0_B18788g
Q6CE40	YALI0_B18759g
Q6CE45	YALI0_B18656g
Q6CE56	YALI0_B18414g
Q6CE60	NOP16 YALI0B18326g
Q6CE61	YALI0_B18304g
Q6CE69	REX4 YALI0B18128g
Q6CE71	YALI0_B18062g
Q6CE74	YALI0_B17996g
Q6CE75	YALI0_B17930g
Q6CE78	YALI0_B17864g
Q6CE79	YALI0_B17842g
Q6CE80	SLD5 TSR3 YALI0B17820g
Q6CE85	YALI0_B17710g
Q6CE87	YALI0_B17666g
Q6CE88	ERG27 YALI0B17644g
Q6CE89	YALI0_B17622g
Q6CE96	MED7 YALI0B17424g
Q6CE98	YALI0_B17380g
Q6CE99	YALI0_B17358g
Q6CEA0	YALI0_B17336g
Q6CEA2	YALI0_B17292g
Q6CEA4	MTC6 YALI0B17248g
Q6CEA6	YALI0_B17204g
Q6CEB0	YALI0_B17072g
Q6CEB4	YALI0_B16984g
Q6CEB7	YALI0_B16918g
Q6CEC1	YALI0_B16822g
Q6CEC4	YALI0_B16764g
Q6CEC6	YALI0_B16720g
Q6CEC7	YALI0_B16698g
Q6CEC9	NSA1 YALI0B16654g
Q6CED1	YALI0_B16610g
Q6CED3	YALI0_B16566g
Q6CED9	YALI0_B16434g
Q6CEE2	YALI0_B16368g
Q6CEE5	YALI0_B16280g
Q6CEE6	YALI0_B16258g
Q6CEE8	YALI0_B16214g
Q6CEF2	YALI0_B16126g
Q6CEF5	YALI0_B16060g
Q6CEF6	YALI0_B16038g
Q6CEG1	YALI0_B15906g
Q6CEG7	YALI0_B15774g
Q6CEG9	YALI0_B15708g
Q6CEH0	YALI0_B15686g
Q6CEH2	YALI0_B15642g
Q6CEH8	YALI0_B15510g
Q6CEI4	YALI0_B15378g
Q6CEI6	YALI0_B15334g
Q6CEJ1	YALI0_B15246g
Q6CEJ2	YALI0_B15224g
Q6CEJ9	YALI0_B15081g
Q6CEK7	YALI0_B14905g
Q6CEL0	YALI0_B14839g
Q6CEL3	YALI0_B14773g
Q6CEL8	YALI0_B14663g
Q6CEL9	YALI0_B14641g
Q6CEM1	YALI0_B14597g
Q6CEM4	YALI0_B14531g
Q6CEM5	YALI0_B14509g
Q6CEM7	YALI0_B14465g
Q6CEM8	YALI0_B14443g
Q6CEN0	YALI0_B14399g
Q6CEN3	YALI0_B14333g
Q6CEN5	YALI0_B14289g
Q6CEN6	YALI0_B14267g
Q6CEN7	YALI0_B14245g
Q6CEN9	YALI0_B14201g
Q6CEP2	YALI0_B14146g
Q6CEP3	YALI0_B14124g
Q6CEP5	YALI0_B14080g
Q6CEP6	LSM5 YALI0_B14058g
Q6CEP8	YALI0_B14014g
Q6CEQ0	YALI0_B13970g
Q6CEQ3	YALI0_B13904g
Q6CEQ4	YALI0_B13882g
Q6CEQ8	YALI0_B13794g
Q6CER0	YALI0_B13750g
Q6CER1	YALI0_B13728g
Q6CER2	YALI0_B13706g
